event_index,event_title,event_date,related_companies,related_concepts,status,matched_by,matched_value,stock_code,stock_name,trade_date_used,turnover_rate,float_mv,reason
2242,伊朗威胁封锁霍尔木兹海峡,2026-04-23 01:33:17,中国石油|中国石化|中远海控,石油开采|航运|地缘政治,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2243,南海军事训练航行警告,2026-04-23 01:26:40,,军工|船舶制造|南海,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2244,乌总统称伊朗问题先于谈判,2026-04-23 01:26:14,,地缘政治|避险资产|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2245,以色列总理称已准备好应对所有情况,2026-04-23 01:23:02,,军工|石油石化|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2246,伊朗取消海上封锁条件,2026-04-23 01:22:37,中远海控|中国石油|招商轮船,航运|石油|地缘政治,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2247,以黎和谈无重大分歧,2026-04-23 01:21:52,,地缘缓和|中东和平|避险情绪回落,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2248,俄方希望美方调解乌克兰问题,2026-04-23 01:17:02,,地缘政治|俄乌冲突|外交,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2249,纳指100涨1.5%,2026-04-23 01:14:29,,美股映射|科技股|纳斯达克,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2250,欧莱雅预警油价成本压力,2026-04-23 01:12:15,欧莱雅,化妆品|石油化工|消费升级,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2251,LME金属期货普涨,2026-04-23 01:06:02,江西铜业|中国铝业|紫金矿业,有色金属|铜|铝,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2252,Meta推出Threads实时聊天,2026-04-23 01:02:14,Meta Platforms Inc.,社交平台|实时通信|互联网应用,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2253,美债收益率上涨,2026-04-23 00:58:47,,国债收益率|利率敏感|宏观流动性,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2254,菲沙被纳入新兴市场债券指数,2026-04-23 00:49:19,,债券指数|新兴市场|被动资金流入,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2255,美国拟放宽大麻管控,2026-04-23 00:42:40,,工业大麻|医药政策|植物提取,ok,concept,工业大麻,002565,顺灏股份,2026-04-17,28.8487,200.5414,
2256,英国石油恢复谈判,2026-04-23 00:38:14,中国石油|中国石化|中海油服,石油开采|油气服务|国际油价,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2257,谷歌Gemini Embedding 2上线,2026-04-23 00:31:29,谷歌,AI大模型|多模态AI|自然语言处理,ok,concept,多模态AI,920036,觅睿科技,2026-04-17,28.0547,6.2955,
2258,以军空袭黎南部致真主党成员死亡,2026-04-23 00:18:25,,军工|地缘政治|石油,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2259,谷歌重申资本支出计划,2026-04-23 00:15:00,中际旭创|工业富联|新易盛,AI算力|云计算|数据中心,ok,concept,"云计算,数据中心",002771,真视通,2026-04-17,44.1472,32.3201,
2260,欧莱雅一季度销售增长6.7%,2026-04-23 00:01:57,珀莱雅|上海家化|丸美股份,化妆品|消费升级|日化,ok,company,"珀莱雅,上海家化,丸美股份",603605,珀莱雅,2026-04-17,0.6525,234.5762,
2261,俄罗斯3月工业产出增长2.3%,2026-04-23 00:00:51,,工业4.0|中俄贸易|资源类,ok,concept,中俄贸易,603315,福鞍股份,2026-04-17,20.9574,59.3318,
2262,美政府或控股Spirit航空,2026-04-22 23:53:33,,航空运输|国企改革|民航机场,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2263,国际油价大涨4%,2026-04-22 23:52:30,中国石油|中国石化|中海油服,石油开采|油服|化工,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2264,美国大麻重新归类,2026-04-22 23:50:51,,工业大麻|医药政策|美国大麻合法化,ok,concept,工业大麻,002565,顺灏股份,2026-04-17,28.8487,200.5414,
2265,波音股价盘中涨5.4%,2026-04-22 23:43:32,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2266,欧洲股市集体收跌,2026-04-22 23:39:47,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2267,美联航因燃油价限制运力至2027,2026-04-22 23:39:25,美联航,航空运输|燃油成本|中东冲突,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2268,CPC原油出口计划增加,2026-04-22 23:35:59,中国石油|中国石化|中海油服,原油|石油开采|油服,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2269,纳指续创历史新高,2026-04-22 23:31:26,,美股|纳斯达克|科技股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2270,欧洲构建关键矿物交易平台,2026-04-22 23:29:20,北方稀土|中国铝业|厦门钨业,稀土永磁|小金属|有色金属,ok,concept,稀土永磁,002943,宇晶股份,2026-04-17,17.7558,85.6063,
2271,飞凯材料光纤涂料涨价,2026-04-22 23:28:47,飞凯材料(300398.SZ),光纤光缆|涂料|新材料,ok,concept,新材料,002361,神剑股份,2026-04-17,42.8122,151.7105,
2272,伊朗否认美伊新谈判,2026-04-22 23:24:24,,石油|黄金|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2273,南京银行2025年净利润增8%,2026-04-22 23:22:59,南京银行(601009.SH),银行|高股息|业绩预增,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2274,特朗普政府接近敲定Spirit救助方案,2026-04-22 23:18:49,,军工|航空|特朗普概念,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2275,华海清科年报净利润增5.89%,2026-04-22 23:18:48,华海清科(688120.SH),半导体设备|集成电路|高端制造,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2276,理想汽车辟谣走私黑客传闻,2026-04-22 23:18:07,理想汽车,新能源汽车|智能汽车|汽车整车,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2277,瑞银资本新规利好,2026-04-22 23:06:45,瑞银集团,银行|金融监管|资本新规,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2278,波音计划交付19架加油机,2026-04-22 23:05:55,波音,军工|大飞机|航空装备,ok,concept,大飞机,002560,通达股份,2026-04-17,29.974,62.8675,
2279,期货夜盘多数商品上涨,2026-04-22 23:02:50,,橡胶|尿素|纯碱,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2280,芯碁微装订单饱满,2026-04-22 23:00:52,芯碁微装,PCB|直写光刻设备|HDI,ok,company,芯碁微装,688630,芯碁微装,2026-04-17,5.9524,317.4292,
2281,特朗普政府接近敲定Spirit救助方案,2026-04-22 22:59:58,SPIRIT AVIATION,军工|航空制造|特朗普概念,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2282,波音自由现金流目标乐观,2026-04-22 22:57:00,波音,大飞机|航空制造|军工,ok,concept,大飞机,002560,通达股份,2026-04-17,29.974,62.8675,
2283,海湾亚洲国家请求货币互换,2026-04-22 22:55:27,,人民币国际化|跨境支付|外汇储备,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2284,国际油价大幅上涨,2026-04-22 22:53:50,中国石油|中国石化|中海油服,石油开采|油服|化工,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2285,T-Mobile US与德国电信合并,2026-04-22 22:51:13,T-Mobile US|德国电信,通信服务|5G|电信运营,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2286,多国讨论霍尔木兹海峡通航,2026-04-22 22:49:09,,航运|石油|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2287,美欧讨论数字税问题,2026-04-22 22:46:29,,数字税|跨境电商|科技巨头,ok,concept,跨境电商,002902,铭普光磁,2026-04-17,29.9372,53.9647,
2288,美湾馏分油库存骤降,2026-04-22 22:45:41,中国石化|中国石油|恒力石化,石油化工|炼化|能源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2289,美财长称解除制裁释放石油,2026-04-22 22:40:40,中国石油|中国石化|中海油服,石油开采|油服|石化,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2290,美财长否认伊朗获140亿美元,2026-04-22 22:40:16,,石油|地缘政治|制裁,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2291,美光科技涨超5%创历史新高,2026-04-22 22:39:28,兆易创新|北京君正|澜起科技,存储芯片|半导体|AI算力,ok,company,"兆易创新,北京君正,澜起科技",300223,北京君正,2026-04-17,4.4955,491.1844,
2292,特朗普政府接近救助精神航空,2026-04-22 22:36:01,达美航空|美国航空|美联航,航空运输|民航机场|交通运输,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2293,中概股指数涨幅扩大,2026-04-22 22:34:57,大全新能源|晶科能源|南茂,中概股|新能源|半导体,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2294,美国暂停对伊拉克现金运送,2026-04-22 22:34:07,,地缘政治|石油|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2295,华银电力Q1净利增82.93%,2026-04-22 22:32:24,华银电力(600744.SH),火电|煤价下行受益|电力板块,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2296,EIA原油库存超预期增加,2026-04-22 22:30:55,,石油开采|油服|化工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2297,多家公司发布一季报,2026-04-22 22:28:45,沃格光电|恩捷股份|恒瑞医药,业绩预增|一季报行情|业绩雷,ok,company,"沃格光电,恩捷股份,恒瑞医药",603773,沃格光电,2026-04-17,9.7369,118.8444,
2298,特朗普政府救助精神航空,2026-04-22 22:28:13,,航空运输|中美贸易|航空救助,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2299,华西证券净利润同比增101.98%,2026-04-22 22:17:14,华西证券(002926.SZ),券商|业绩预增|高分红,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2300,伦铜价格涨幅扩大,2026-04-22 22:16:53,紫金矿业|江西铜业|云南铜业,铜|有色金属|大宗商品,ok,company,"紫金矿业,江西铜业,云南铜业",000878,云南铜业,2026-04-17,2.4504,397.1176,
2301,兰石重装收监管工作函,2026-04-22 22:16:24,兰石重装,核电|氢能源|煤化工,ok,company,兰石重装,603169,兰石重装,2026-04-17,1.2066,129.3229,
2302,比特币创2月初以来新高,2026-04-22 22:14:55,,数字货币|区块链|金融科技,ok,concept,"数字货币,区块链",000889,中嘉博创,2026-04-17,31.6898,46.015,
2303,菲利普莫里斯股价大涨,2026-04-22 22:06:55,,烟草,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2304,美股三大指数上涨,2026-04-22 22:03:32,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2305,欧元区消费者信心指数不及预期,2026-04-22 22:01:52,,外贸|出口导向|欧洲经济,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2306,印度高价购买化肥,2026-04-22 22:01:41,印度钾肥有限公司,化肥|钾肥|尿素,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2307,瑞士政府支持瑞银境外分支,2026-04-22 22:00:38,,银行|金融稳定|跨境金融,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2308,长盈精密获AI铜缆认证,2026-04-22 21:58:33,长盈精密,AI服务器|液冷|人形机器人,ok,company,长盈精密,300115,长盈精密,2026-04-17,2.7496,459.9769,
2309,旗滨集团Q1净利降97%,2026-04-22 21:57:03,旗滨集团(601636.SH),浮法玻璃|玻璃行业|周期股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2310,董事长收行政处罚告知书,2026-04-22 21:56:09,白银有色(601212.SH)|兰石集团,有色金属|国企改革|信披违规,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2311,波音股价涨幅收窄,2026-04-22 21:55:52,波音,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2312,欧央行官员反对本月加息,2026-04-22 21:53:32,,银行|外资重仓|利率敏感,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2313,节能降碳与科技动态,2026-04-22 21:52:21,恩捷股份|天孚通信|永鼎股份,节能降碳|新型储能|非化石能源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2314,印德签署国防合作路线图,2026-04-22 21:44:25,,军工|国防军工|中印关系,ok,concept,国防军工,002361,神剑股份,2026-04-17,42.8122,151.7105,
2315,华海清科Q1净利润同比增5.95%,2026-04-22 21:44:01,华海清科(688120.SH),半导体设备|CMP设备|国产替代,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2316,GE Vernova上调全年营收预估,2026-04-22 21:43:14,GE Vernova,电力设备|新能源发电|燃气轮机,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2317,华海清科拟募资40亿扩产,2026-04-22 21:42:30,华海清科,半导体设备|集成电路|晶圆再生,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2318,兰石重装收行政处罚事先告知书,2026-04-22 21:42:09,兰石重装(603169.SH)|兰石集团,信息披露违规|监管处罚|资金占用,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2319,华海清科终止港股上市改定增,2026-04-22 21:41:57,华海清科(688120.SH),半导体设备|科创板|定增,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2320,GE Vernova业绩爆发订单飙升,2026-04-22 21:41:38,GE Vernova,AI数据中心|电力设备|天然气发电,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2321,美股加密货币概念股走强,2026-04-22 21:40:46,,加密货币|区块链|美股映射,ok,concept,区块链,000889,中嘉博创,2026-04-17,31.6898,46.015,
2322,比特币ETF上涨4.6%,2026-04-22 21:38:04,,比特币|区块链|数字货币,ok,concept,"区块链,数字货币",000889,中嘉博创,2026-04-17,31.6898,46.015,
2323,伊朗外长指责美以造成海峡紧张,2026-04-22 21:37:52,中国石油|中远海控|中国船舶,石油开采|航运|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2324,美股太空概念股走高,2026-04-22 21:37:35,AST SpaceMobile|火箭实验室,太空互联网|商业航天|卫星通信,ok,concept,商业航天,002361,神剑股份,2026-04-17,42.8122,151.7105,
2325,美股光通信板块走强,2026-04-22 21:36:46,,光通信|CPO|5G,ok,concept,光通信,002902,铭普光磁,2026-04-17,29.9372,53.9647,
2326,波音财报后股价上涨,2026-04-22 21:35:20,波音,航空制造|大飞机|军工,ok,concept,大飞机,002560,通达股份,2026-04-17,29.974,62.8675,
2327,Kimi新模型上线异常补偿,2026-04-22 21:34:44,月之暗面,AI大模型|云计算|SaaS服务,ok,concept,云计算,000815,美利云,2026-04-17,25.645,150.1768,
2328,美伊可能进行和平谈判,2026-04-22 21:33:12,,石油|黄金|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2329,中概股指数盘初上涨,2026-04-22 21:33:00,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2330,费城半导体指数16连涨,2026-04-22 21:32:28,,半导体|芯片|费城半导体指数,ok,concept,芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2331,GE Vernova财报超预期,2026-04-22 21:32:06,GE Vernova,电力设备|能源装备|工业自动化,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
